L2_CODE,Education and Technology_3_sum_pop,Education and Technology_4_sum_pop,Education and Technology_7_sum_pop,Health_3_sum_pop,Health_4_sum_pop,Health_7_sum_pop,Housing_3_sum_pop,Housing_4_sum_pop,Housing_7_sum_pop,Industrial and Economic Affairs_3_sum_pop,Industrial and Economic Affairs_4_sum_pop,Industrial and Economic Affairs_7_sum_pop,Local Government and Rural Development_3_sum_pop,Local Government and Rural Development_4_sum_pop,Local Government and Rural Development_7_sum_pop,Public Order and Safety_3_sum_pop,Public Order and Safety_4_sum_pop,Public Order and Safety_7_sum_pop,Public Services_3_sum_pop,Public Services_4_sum_pop,Public Services_7_sum_pop,Social Security and Welfare_3_sum_pop,Social Security and Welfare_4_sum_pop,Social Security and Welfare_7_sum_pop
2030,856.6248512,376.6724564,4.529081338,550.9375823,109.3487853,2.018616778,41.7558329,36.45684216,0.155252695,139.1306097,63.51662715,,351.9908884,1222.211421,0.299723954,1544.986505,235.8996062,0.755688902,233.3221193,132.3907406,1.921514732,62.94315762,212.4142228,0.155252695
2046,1121.078552,553.6972728,6.025419861,793.4884125,79.64770056,5.08740115,77.96020179,21.39820543,0.993041291,483.0869188,135.4680962,1.200214401,541.7852621,3042.312319,0.993041291,6169.451312,114.2270234,17.17873281,617.8653211,130.0235882,0.67920277,583.9816977,238.1633595,1.550667416
2051,1082.670977,655.2772774,3.14640737,576.9938458,100.5904644,2.268963932,30.45380483,28.26501663,0.538259005,81.30235284,44.7414837,0.336296451,319.2501707,1062.561224,0.585788364,724.6025417,184.0366877,2.160546851,170.9540924,71.02395794,0.95587375,77.77492861,1053.757977,
2075,512.0064278,450.2290853,0.407320286,443.7944624,148.4864763,,30.74952899,26.6696047,0.307062866,84.2033762,29.56625078,,347.3171399,1116.270348,0.082840632,721.1022948,192.9146584,1.485069601,125.4635444,70.89531577,0.045952065,57.35028478,188.4089214,0.272981804
2084,1796.051673,830.2519062,3.044456447,1363.032664,179.8653547,9.092631471,98.51222858,26.87238323,3.704390162,652.5286144,148.435039,5.430097342,599.264854,12487.41095,465.3066629,7440.232381,193.8244484,6.744979358,786.5620464,178.8474565,1.507367922,433.7194091,430.0920557,2.54940857
3026,110.9345695,67.42696035,0.245648895,70.05877063,12.66600064,0.06201002,3.903889287,2.37014759,0.009667808,0.947685061,0.245821014,0.03447264,21.94367679,159.8379069,0.022638749,657.5654022,13.38217198,0.440867206,117.0981193,183.5602711,0.200001176,17.74682728,13.9010526,0.216981062
3029,963.2839661,663.5211945,4.663914537,1283.447139,588.7071834,11.68605907,42.82823767,27.39633077,,184.2549674,65.31403325,1.106928728,499.9817845,2073.693799,0.855120893,1051.754417,192.6301601,1.246061,234.1994848,137.0025867,0.815737089,127.1757931,559.7671434,0.27301073
3033,485.813945,246.4383361,2.175425042,244.4789883,37.78483052,0.100977674,28.6514312,17.90569752,0.169255142,73.47842064,23.3219764,0.082978526,266.5727072,966.8474398,0.34023722,1089.507214,93.23490144,0.967198638,149.3278219,57.25902366,0.293915905,124.7033427,226.5504974,0.638145216
3035,1014.862963,1444.665643,2.323050738,998.4315591,833.5958959,,72.25276342,12.75260192,0.164051468,167.0851131,49.74802228,,604.0384898,4325.302603,,1244.665486,314.7106659,1.126445935,271.7960437,51.91708179,4.543237737,116.0770698,544.656272,
3039,671.6234486,507.6590421,2.124580601,512.1296088,65.49097027,0.403089763,24.74770384,9.675516592,0.433314323,76.60444255,14.8678654,,334.2150645,1374.951882,0.109027475,1103.492279,102.3311223,3.360397432,165.1781401,53.42635952,0.544055132,126.1436834,1108.940059,0.503829606
3048,385.7698113,401.2217664,4.614393392,314.2697337,207.2193668,0.343670162,27.19655242,13.74843143,0.113027469,62.97203002,17.49905891,,269.2456506,1671.260908,0.477904853,686.8813734,81.14001176,1.566711449,155.4780482,57.13928681,0.719058922,72.35502115,238.9197035,0.38677037
3054,943.6495208,951.416454,2.713296669,498.1836424,90.56740527,0.168052572,55.0309301,18.74974884,0.741154934,123.4437949,120.0364647,,452.9295345,3248.523951,0.936917029,1255.76437,180.1398816,1.016153783,223.0453916,87.45664749,1.746717369,91.20758171,430.7389292,
3056,773.1743149,329.330074,2.271063578,443.3099547,73.88533277,,50.48353998,26.0779466,,151.5929887,64.19861245,,424.1917404,1520.264047,,966.3458291,196.3972242,0.880468869,233.6799824,91.46506845,0.520493271,86.93699279,255.6652253,0.320305306
3059,714.4697112,301.430898,1.524728136,420.2095409,83.73467227,0.11210412,30.9417624,12.47857037,0.470422104,157.9996223,56.93657954,0.429516556,444.1521709,1941.894632,0.217631465,824.3500771,106.7395717,1.296694516,205.1928832,62.59992797,1.134327614,64.12973323,382.3197782,0.105613153
3061,472.3648981,361.3526457,3.622246506,797.240265,186.3608524,1.793640821,26.02739078,14.2634254,0.040933145,106.3149226,18.51648863,0.150291845,207.6137961,1159.681579,0.566954601,850.4888836,116.3122286,0.58607569,130.8920049,91.48539255,1.042948487,65.24587319,594.5799045,0.576972491
3067,573.3727916,447.6148443,3.84532956,463.0076056,79.29116901,0.958322397,24.56106495,9.77370968,0.097698944,221.3107245,38.13777633,0.385890627,245.8196815,767.3471032,0.083920888,1357.065927,99.79526642,1.714282454,205.7246107,65.5996038,0.383241415,140.1341598,117.1722005,0.381384812
3068,505.002281,525.7171093,1.922101173,372.6196479,47.09052446,0.150259358,29.00173064,11.1908423,0.927036058,181.0115997,19.38195723,0.431137941,355.8696732,1155.7049,0.224470922,768.3939707,89.09334925,1.026970934,149.2821215,50.47315326,0.261702878,65.31550921,237.0339825,0.073288081
3072,530.4787959,476.8710902,4.295890458,338.3221124,50.26637466,1.273553193,24.48953226,7.935522793,0.172728874,50.02417566,18.09075274,,298.5120854,1393.526782,0.632479858,1094.053603,95.96034926,0.979571263,189.3383973,61.4338253,2.256490234,68.11678183,1100.562387,0.202054112
3082,744.8352656,430.4163654,3.004875043,618.6148591,97.91154751,0.902793948,49.05245626,22.38062688,0.763751312,82.75854776,37.15686051,,580.348396,2111.336559,0.871721429,1012.527527,179.8564242,2.534670218,228.9977986,85.44006594,3.936657343,100.3130714,372.570777,0.260815373
3086,717.2151252,552.9831283,4.256877162,590.8449417,76.37937366,,39.64714828,11.36709467,,55.90337246,6.195416454,,459.8727722,3907.415648,0.077378978,963.8804523,107.9698265,0.518835968,256.2007505,64.64400624,4.09072799,124.5301539,320.9429103,0.37346104
3089,648.6182966,486.6000758,7.749643963,488.0253059,78.23867435,2.368870867,33.96727397,7.120217196,,52.17356778,18.21092639,,431.8960955,1864.798648,0.09895275,753.9136895,122.6967382,1.231608755,207.3440003,56.11434182,0.74137476,98.00103828,2380.386007,
3093,508.5913218,385.6598312,2.546292234,509.5263475,142.3499485,0.495093745,35.70910801,17.03651834,,101.0568863,22.75825972,0.084338938,274.1167724,1076.749448,0.230424843,812.0355275,201.1914618,3.321635171,133.6098974,65.46325697,0.498094414,81.74576633,232.4995964,0.062011976
4001,200.0124378,213.0005871,1.265291042,160.435665,37.48571486,,15.45617538,6.539074718,,93.70259557,33.96918105,,320.9074804,507.871343,0.151834925,393.7627098,55.90097037,1.126109028,112.2790802,38.10359444,0.787011028,47.69135602,270.6560509,0.151834925
4018,595.4044363,399.6306722,3.744693779,478.2067953,42.6671268,5.915035864,38.58614635,8.264799525,1.307385508,73.24581689,31.89864921,,471.493879,1030.435015,1.161071638,2053.473084,128.9112536,5.995449001,224.8006499,71.78100328,3.57318371,108.649207,460.4832704,0.499314479
4041,761.5991151,506.3644138,8.965087625,690.4705089,131.6061129,,58.21896945,21.60384051,,84.26512897,45.91055157,0.317884335,406.5544248,847.314724,0.241863991,1468.830749,142.2200095,0.874877813,228.7418143,81.67891498,0.933867332,84.94079369,289.8623579,0.180105985
4044,673.0553561,481.5058581,3.820263787,413.0528934,80.46882267,0.385853591,29.23952594,7.718981183,0.389134703,43.38926608,52.77873867,,540.3710921,1022.892699,0.181244526,898.8340689,109.2689608,0.794544218,169.2528983,53.0334316,1.565993285,63.32868993,673.1367846,0.500857076
4047,1177.189585,748.0593426,7.41500629,1654.055396,509.4712225,1.762849583,199.1005645,375.1737893,0.431489596,396.8627249,68.10201116,2.046653653,378.85065,2900.685139,0.419137054,4651.347201,321.2233932,11.20367965,840.7484767,324.1631252,3.192563398,1320.954578,341.1485705,0.917770152
4050,749.6645733,543.5107364,8.552708567,641.2140186,158.8166243,0.16253465,38.28355994,24.885477,,107.4805965,23.12200541,,476.3724489,908.5277996,0.03133613,1656.64206,155.9380925,1.701993328,200.9335062,78.77556381,1.670514318,125.3735144,926.9358527,0.322314476
4055,945.2529573,480.0691877,4.439868717,723.3044961,123.9675851,,100.0068261,51.89481615,0.314079312,73.31341961,14.75828205,,556.8896948,1494.972542,0.486316355,1190.472106,293.5214297,1.598464099,276.004549,102.9842553,2.137776467,110.9767239,849.6730647,
4057,876.0766489,525.6963252,3.507031458,716.9613277,76.80897154,6.001098094,57.16415699,14.5563075,1.316879388,45.69151103,14.99942513,,716.6704896,934.5882891,,1264.070545,141.0875266,6.729587562,321.4875506,46.59692369,3.413211077,199.9872677,549.7903574,
4065,1053.346306,763.133704,6.498465623,807.8485102,107.4714876,5.581808641,88.74275788,31.09815548,0.372586982,112.6473978,94.83641327,0.276399626,666.848034,1439.143203,0.716513428,1331.978247,296.796821,1.15746069,326.2202859,100.8248941,4.362576973,140.9541134,587.596249,0.598435327
4087,594.640268,314.4304178,5.887736952,589.1609579,386.3910384,0.052091147,30.21649411,5.819640975,0.111957092,55.77905463,15.67519913,,398.965064,1145.972355,0.530981628,1340.667715,98.26539078,1.363065635,184.6437156,36.92533666,1.732863937,56.37407388,571.2225602,0.454890477
5010,620.6790253,464.7111076,8.199355916,1093.338152,209.6381794,6.264866727,44.5027247,17.88083809,0.686787098,128.7267335,40.52644533,0.708085662,284.3786911,883.6609523,0.117471434,1332.804559,150.7500816,2.573187807,183.8565051,86.02927968,0.91002198,84.71555017,617.7372512,0.305285465
5038,819.6471171,325.7534984,4.193378896,734.0918401,126.5267256,1.033169792,65.61655423,12.05094245,,53.75847269,34.90669154,,557.2529335,762.297783,,2054.187082,138.0166441,3.996377729,307.6106111,87.7432392,2.494832672,134.2510219,1231.087706,1.085679079
5049,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
5064,459.5013921,378.1763108,4.800404527,282.1268045,33.24914877,0.230918959,20.5051895,7.126863225,0.290574946,61.26228219,14.4222532,,404.6585572,1648.76118,0.510227089,986.0052383,85.27700897,1.505265573,159.0485311,32.75864047,0.711127353,71.03713031,1568.80471,0.03598737
5069,534.8243478,234.5174816,1.954544915,413.7157148,54.03090867,1.289976023,40.64105268,13.57905839,0.23425726,90.50674169,53.66188875,,421.3280437,1653.709425,0.21014746,776.964228,120.2806449,2.277224264,180.5375391,63.7456956,2.437711477,77.15829536,958.9684371,0.218979613
5070,626.827889,331.1894644,5.841162004,416.3954114,93.80423343,0.310707718,21.9313698,7.874203281,,74.79045426,17.19838767,,374.0134671,1498.26663,0.13574609,1197.414327,126.880865,2.415890042,187.9822012,49.63414469,2.374879785,74.85271453,822.4309597,0.53355755
5076,803.5462201,600.1763421,5.19755921,649.7712877,88.42755936,4.492000004,38.90628785,21.01620226,,156.3173086,109.8195978,,294.0506429,1952.026072,0.151711908,891.1155683,120.0978751,1.119937971,196.1140824,84.58469509,1.106307777,73.53708926,599.6793479,0.263621974
5081,996.2533562,644.542144,7.224164699,1724.876219,439.0891028,9.467806543,143.0720899,254.1669737,0.249236362,395.1083286,450.6954149,1.752135041,409.1866902,2912.917561,0.141528254,3321.287334,247.2422751,7.238664679,635.0535587,205.5236927,4.17541924,756.1697013,216.4090344,0.02184078
5088,473.9307113,240.85521,2.809145501,282.638544,40.32388974,1.297391737,29.40088876,7.228246255,,64.49606197,22.11033394,0.02994446,241.8964084,1096.142077,0.473122475,942.6397435,132.2201533,0.551162986,140.4688374,35.62814712,1.187153893,56.83601721,318.5174779,0.061731657
5527,600.7106383,508.712848,2.785597734,856.0717209,191.2426462,4.462083516,33.31567694,14.34918894,0.193115547,62.41807361,19.38347413,0.064399661,336.1706658,1160.362521,0.340244877,1478.816995,124.3536609,4.512973132,184.6979782,79.64990933,3.786493824,131.3188327,2056.236546,0.346002666
5532,444.8336683,244.6965755,1.916921867,299.2468945,55.98052154,0.844256446,31.87408874,7.435598364,0.443217188,38.52139706,8.226925567,,272.3347514,1252.354423,0.062707099,531.06367,123.6806297,1.243024727,133.4554238,54.66188057,1.02437242,73.19100437,483.247869,0.626709505
5549,285.0231295,228.0900858,0.436931531,187.9110212,23.06306821,3.981499825,14.59457396,2.071310812,,14.55712713,3.650232681,,112.0740755,575.2051803,0.517781601,342.8814078,33.29884722,0.712216306,63.92927805,14.89575876,0.514808525,43.00204203,484.1965348,0.201047432
5552,527.4631604,502.6455094,2.950347996,427.9999522,47.17553217,3.038139183,37.47052193,7.325447689,0.390551197,35.99002033,9.316326836,,417.3134565,1542.718841,0.73640032,1678.586883,108.9307661,10.82494169,216.2730379,62.64341291,8.570434786,84.00325032,1102.777865,0.345825286
5573,585.7735367,370.5330615,3.708995007,454.9407134,80.99919664,1.724967283,26.16983513,3.953565503,0.387565168,34.51137786,10.88237871,,376.1141745,948.8808236,2.667181462,646.1482018,78.64163122,5.273355734,168.7721588,31.39770987,1.970982274,70.48730929,992.9972638,0.92537639
5577,832.1269794,869.5385143,5.420029192,468.4778285,51.58348192,4.181546631,48.65298971,9.227165282,,40.80938256,34.80278033,,513.364879,1210.007142,0.454486052,1752.572507,88.13969758,2.161571535,253.9509537,59.81124944,4.378953599,100.01125,1066.951921,1.38369314
5585,828.3497724,581.1050767,4.982773684,1758.343673,1242.972033,4.407425433,72.11658589,38.09740178,0.178286629,98.20761832,44.79403151,0.38681014,341.6598147,1229.986683,1.14225908,1398.868146,144.3238823,2.322458168,241.0063872,95.26932291,4.495954928,397.0721959,825.8751605,0.207117307
5594,1980.768434,1483.240252,4.787797781,2605.931013,619.1142109,7.079892043,124.6651281,49.74183698,0.504950039,446.1261248,104.1574726,0.76043686,1059.985115,5965.516732,0.928908432,5668.916432,401.079023,8.61439775,739.6852598,226.0849159,6.737916322,360.2126325,5331.038456,0.726618631
6036,402.2612841,233.0951855,0.39154425,282.5714275,31.9821123,0.569000502,27.06055478,5.693585918,0.303401476,86.50131438,10.00844515,,242.3289562,984.6521073,1.155332162,739.6030276,73.01562219,1.943759644,165.7719633,43.61697227,1.073074071,48.9506429,362.7492698,0.250266565
6058,626.4028517,473.0356891,1.912649854,336.6305818,41.62215891,0.253777662,32.74726832,10.33296131,,90.17328223,24.11828458,,298.1415161,1126.094562,0.029282038,644.4765227,68.14380775,1.902583243,153.4640126,35.87774337,0.283437432,70.78835667,116.2751858,0.233756823
6090,441.3028817,255.6323377,4.963248846,299.9807374,40.21146807,0.803340358,22.23812808,2.582985527,0.148697216,49.78842912,12.22296608,,194.3923505,1814.105553,0.361147019,848.0395373,48.90729488,1.06811894,140.1847669,44.80778309,1.156025,58.67463881,365.7031958,0.40114479
